geoid (zcta),days_above_90_today,days_above_90_30yrs,change_days_above_90,days_above_100_today,days_above_100_30yrs,change_days_above_100,heatbin_125_today,heatbin_125_30yrs
45656,50,72,22,10,22,12,0.089,0.206
45657,48,69,21,9,21,12,0.100,0.217
45658,51,72,21,10,22,12,0.117,0.267
45659,53,75,22,10,23,13,0.061,0.178
45660,48,69,21,9,21,12,0.050,0.167
45661,49,71,22,10,22,12,0.106,0.222
45662,55,77,22,12,25,13,0.100,0.217
45663,55,77,22,12,25,13,0.100,0.217
45669,57,79,22,12,26,14,0.061,0.178
45671,46,68,22,8,20,12,0.100,0.217
45672,46,67,21,8,20,12,0.089,0.206
45673,47,68,21,9,20,11,0.111,0.344
45674,54,76,22,11,24,13,0.117,0.267
45678,52,74,22,10,23,13,0.061,0.178
45679,47,69,22,9,21,12,0.050,0.167
45680,57,79,22,12,26,14,0.061,0.178
45681,41,62,21,7,18,11,0.111,0.344
45682,51,73,22,10,22,12,0.100,0.217
45684,54,76,22,11,24,13,0.100,0.217
45685,51,72,21,10,22,12,0.117,0.267
45686,50,71,21,10,21,11,0.117,0.267
45688,51,73,22,10,22,12,0.061,0.178
45690,50,71,21,10,22,12,0.106,0.222
45692,47,68,21,9,20,11,0.089,0.206
45693,49,70,21,9,21,12,0.050,0.167
45694,54,76,22,11,24,13,0.100,0.217
45695,47,68,21,9,20,11,0.089,0.256
45696,53,75,22,10,23,13,0.061,0.178
45697,44,65,21,7,19,12,0.050,0.167
45698,49,70,21,10,23,13,0.089,0.256
45701,44,65,21,8,18,10,0.072,0.233
45710,46,66,20,8,19,11,0.072,0.233
45711,42,62,20,6,16,10,0.072,0.233
45714,48,69,21,9,21,12,0.056,0.144
45715,47,68,21,8,20,12,0.056,0.144
45716,41,62,21,7,17,10,0.072,0.233
45719,43,64,21,8,18,10,0.072,0.233
45721,47,68,21,8,20,12,0.056,0.144
45723,47,68,21,8,19,11,0.072,0.233
45724,43,64,21,7,17,10,0.056,0.144
45727,39,59,20,6,15,9,0.044,0.128
45729,43,64,21,7,17,10,0.056,0.144
45732,38,59,21,6,15,9,0.072,0.233
45734,35,55,20,5,13,8,0.017,0.056
45735,44,65,21,7,17,10,0.072,0.233
45740,40,60,20,6,15,9,0.072,0.233
45741,47,67,20,8,19,11,0.117,0.233
45742,47,68,21,8,20,12,0.056,0.144
45743,50,71,21,9,21,12,0.117,0.233
45744,44,65,21,7,18,11,0.056,0.144
45745,37,57,20,5,14,9,0.056,0.144
45746,40,61,21,6,16,10,0.056,0.144
45750,44,65,21,7,18,11,0.056,0.144
45760,50,71,21,9,21,12,0.117,0.233
45761,41,62,21,7,17,10,0.072,0.233
45764,43,64,21,7,18,11,0.072,0.233
45766,46,67,21,9,20,11,0.072,0.233
45767,36,56,20,5,13,8,0.056,0.144
45768,40,61,21,6,16,10,0.056,0.144
45769,49,69,20,9,20,11,0.117,0.233
45770,54,75,21,11,23,12,0.117,0.233
45771,52,73,21,10,22,12,0.117,0.233
45772,49,70,21,9,20,11,0.117,0.233
45773,36,56,20,5,13,8,0.056,0.144
45775,47,68,21,8,19,11,0.117,0.233
45776,45,66,21,8,18,10,0.117,0.233
45778,43,64,21,7,17,10,0.072,0.233
45779,52,73,21,10,22,12,0.117,0.233
45780,44,65,21,8,19,11,0.072,0.233
45782,39,59,20,6,15,9,0.072,0.233
45784,45,66,21,8,18,10,0.056,0.144
45786,46,67,21,8,19,11,0.056,0.144
45787,44,65,21,7,18,11,0.056,0.144
45788,39,60,21,6,15,9,0.056,0.144
45789,37,57,20,5,14,9,0.056,0.144
45801,37,57,20,7,18,11,0.122,0.378
45804,37,57,20,7,17,10,0.122,0.378
45805,38,58,20,8,18,10,0.122,0.378
45806,38,57,19,7,18,11,0.122,0.378
45807,38,58,20,8,18,10,0.122,0.378
45808,35,55,20,7,16,9,0.122,0.378
45809,38,57,19,8,18,10,0.122,0.378
45810,35,55,20,7,16,9,0.089,0.328
45812,36,56,20,7,17,10,0.089,0.328
45813,38,57,19,8,18,10,0.094,0.422
45814,34,53,19,6,15,9,0.100,0.306
45816,32,51,19,6,14,8,0.100,0.306
45817,35,54,19,6,16,10,0.122,0.378
45819,38,58,20,7,18,11,0.133,0.400
45820,37,56,19,7,17,10,0.122,0.378
45821,37,56,19,7,17,10,0.094,0.422
45822,39,59,20,8,18,10,0.156,0.483
45826,38,57,19,7,17,10,0.156,0.483
45827,37,56,19,7,17,10,0.111,0.356
45828,39,59,20,8,18,10,0.156,0.483
45830,36,56,20,7,17,10,0.111,0.356
45831,36,55,19,7,16,9,0.111,0.356
45832,40,60,20,9,19,10,0.111,0.478
45833,38,58,20,8,18,10,0.122,0.378
45835,36,55,19,7,16,9,0.089,0.328
45836,36,55,19,7,16,9,0.089,0.328
45838,39,59,20,8,19,11,0.111,0.478
45840,32,51,19,6,14,8,0.100,0.306
45841,33,52,19,6,15,9,0.100,0.306
45843,36,56,20,7,17,10,0.089,0.328
45844,38,57,19,7,17,10,0.111,0.356
45845,37,56,19,7,17,10,0.144,0.439
45846,40,60,20,8,19,11,0.156,0.483
45849,37,57,20,8,17,9,0.094,0.422
45850,35,55,20,7,16,9,0.122,0.378
45851,38,57,19,8,18,10,0.094,0.422
45853,37,56,19,7,17,10,0.111,0.356
45854,35,55,20,7,16,9,0.122,0.378
45855,36,56,20,7,17,10,0.094,0.422
45856,35,54,19,6,15,9,0.111,0.356
45858,34,52,18,6,15,9,0.100,0.306
45859,37,56,19,7,17,10,0.089,0.328
45860,38,57,19,7,17,10,0.156,0.483
45861,37,56,19,7,17,10,0.094,0.422
45862,39,59,20,8,19,11,0.156,0.483
45863,39,59,20,8,19,11,0.111,0.478
45864,36,55,19,7,16,9,0.111,0.356
45865,37,57,20,7,17,10,0.133,0.400
45866,39,59,20,7,18,11,0.156,0.483
45867,34,54,20,6,15,9,0.100,0.306
45868,34,53,19,6,15,9,0.100,0.306
45869,37,57,20,7,17,10,0.133,0.400
45870,35,55,20,6,16,10,0.133,0.400
45871,38,57,19,7,18,11,0.133,0.400
45872,34,53,19,6,15,9,0.083,0.250
45873,37,56,19,7,17,10,0.094,0.422
45874,40,59,19,8,19,11,0.111,0.478
45875,35,55,20,7,16,9,0.111,0.356
45876,38,57,19,8,18,10,0.111,0.356
45877,35,54,19,7,16,9,0.111,0.356
45879,36,55,19,7,17,10,0.094,0.422
45880,38,57,19,8,18,10,0.094,0.422
45881,33,52,19,6,14,8,0.100,0.306
45882,39,59,20,8,19,11,0.156,0.483
45883,38,58,20,7,18,11,0.156,0.483
45884,35,55,20,6,16,10,0.133,0.400
45885,38,59,21,7,18,11,0.133,0.400
45886,38,58,20,8,18,10,0.111,0.478
45887,38,58,20,8,18,10,0.122,0.378
45888,35,55,20,6,16,10,0.133,0.400
45889,33,52,19,6,14,8,0.100,0.306
45890,34,53,19,6,15,9,0.100,0.306
45891,40,60,20,8,19,11,0.111,0.478
45894,39,59,20,8,19,11,0.111,0.478
45895,37,57,20,7,17,10,0.133,0.400
45896,35,55,20,6,16,10,0.133,0.400
45897,34,53,19,6,15,9,0.100,0.306
45898,40,60,20,8,19,11,0.111,0.478
45899,40,59,19,8,19,11,0.111,0.478
46001,41,61,20,8,20,12,0.272,0.617
46011,42,61,19,8,20,12,0.272,0.617
46012,41,61,20,8,20,12,0.272,0.617
46013,41,61,20,8,20,12,0.272,0.617
46016,41,61,20,8,20,12,0.272,0.617
46017,40,60,20,8,19,11,0.272,0.617
46030,43,62,19,9,21,12,0.261,0.617
46031,42,61,19,9,20,11,0.261,0.617
46032,45,65,20,10,22,12,0.261,0.617
46033,46,66,20,10,23,13,0.261,0.617
46034,44,64,20,9,22,13,0.261,0.617
46035,44,64,20,9,22,13,0.244,0.544
46036,43,63,20,9,21,12,0.272,0.617
46037,44,64,20,9,22,13,0.261,0.617
46038,45,65,20,10,22,12,0.261,0.617
46039,42,61,19,9,20,11,0.244,0.544
46040,44,64,20,9,21,12,0.261,0.617
46041,42,62,20,8,20,12,0.244,0.544
46044,43,62,19,9,21,12,0.272,0.617
46045,39,59,20,8,18,10,0.250,0.606
46047,42,62,20,9,20,11,0.250,0.606
46048,44,64,20,9,21,12,0.272,0.617
46049,39,59,20,8,18,10,0.250,0.606
46050,42,62,20,9,20,11,0.244,0.544
46051,43,63,20,9,21,12,0.272,0.617
46052,46,66,20,10,22,12,0.244,0.583
46055,44,64,20,9,21,12,0.272,0.561
46056,40,60,20,8,19,11,0.272,0.617
46057,41,61,20,8,20,12,0.244,0.544
46058,44,64,20,9,21,12,0.244,0.544
46060,45,65,20,10,22,12,0.261,0.617
46062,45,65,20,10,23,13,0.261,0.617
46063,41,61,20,8,20,12,0.272,0.617
46064,43,63,20,9,21,12,0.272,0.617
46065,45,65,20,10,22,12,0.244,0.544
46068,41,61,20,9,20,11,0.250,0.606
46069,42,62,20,8,20,12,0.261,0.617
46070,41,60,19,8,20,12,0.272,0.617
46071,45,65,20,9,22,13,0.244,0.583
46072,41,60,19,8,20,12,0.250,0.606
46074,44,64,20,9,22,13,0.261,0.617
46075,47,67,20,10,23,13,0.244,0.583
46076,41,61,20,8,20,12,0.250,0.606
46077,46,66,20,10,23,13,0.244,0.583
46103,49,69,20,12,26,14,0.300,0.639
46104,45,65,20,9,22,13,0.256,0.517
46105,49,69,20,12,26,14,0.361,0.750
46106,46,67,21,10,23,13,0.250,0.600
46107,45,66,21,10,23,13,0.256,0.539
46110,51,71,20,12,26,14,0.272,0.583
46111,49,70,21,11,25,14,0.261,0.589
46112,44,64,20,9,21,12,0.300,0.639
46113,48,68,20,11,24,13,0.256,0.539
46115,44,64,20,9,21,12,0.256,0.517
46117,44,64,20,9,21,12,0.272,0.561
46118,48,68,20,10,24,14,0.300,0.639
46120,52,71,19,13,27,14,0.361,0.750
46121,49,69,20,12,26,14,0.361,0.750
46122,45,66,21,9,22,13,0.300,0.639
46123,46,66,20,10,23,13,0.300,0.639
46124,53,73,20,13,28,15,0.250,0.600
46125,50,70,20,12,26,14,0.261,0.589
46126,50,70,20,12,26,14,0.272,0.583
46127,38,58,20,6,17,11,0.256,0.517
46128,50,70,20,13,27,14,0.361,0.750
46130,49,69,20,11,25,14,0.272,0.583
46131,49,69,20,11,25,14,0.250,0.600
46133,40,61,21,7,18,11,0.211,0.572
46135,52,72,20,14,28,14,0.361,0.750
46140,47,67,20,10,23,13,0.272,0.561
46142,47,67,20,10,23,13,0.250,0.600
46143,46,67,21,10,23,13,0.250,0.600
46144,46,67,21,10,23,13,0.272,0.583
46146,45,66,21,9,22,13,0.256,0.517
46147,43,63,20,9,21,12,0.244,0.583
46148,41,62,21,8,20,12,0.244,0.556
46149,42,62,20,8,20,12,0.300,0.639
46150,46,67,21,9,23,14,0.256,0.517
46151,49,70,21,11,25,14,0.261,0.589
46155,40,60,20,7,18,11,0.256,0.517
46156,45,65,20,9,21,12,0.256,0.517
46157,48,68,20,11,24,13,0.261,0.589
46158,48,69,21,11,24,13,0.261,0.589
46160,51,72,21,12,27,15,0.283,0.700
46161,48,68,20,11,24,13,0.272,0.583
46162,50,71,21,12,26,14,0.250,0.600
46163,47,68,21,10,24,14,0.272,0.561
46164,51,71,20,12,26,14,0.283,0.700
46165,44,64,20,9,21,12,0.300,0.639
46166,51,71,20,12,26,14,0.261,0.589
46167,43,63,20,8,20,12,0.300,0.639
46168,47,68,21,10,24,14,0.300,0.639
46171,54,74,20,14,29,15,0.361,0.750
46172,47,67,20,11,24,13,0.361,0.750
46173,42,63,21,8,20,12,0.256,0.517
46175,50,69,19,12,26,14,0.361,0.750
46176,51,72,21,12,27,15,0.272,0.583
46180,49,69,20,11,25,14,0.300,0.639
46181,48,69,21,11,25,14,0.250,0.600
46182,49,70,21,11,25,14,0.272,0.583
46183,49,69,20,11,25,14,0.256,0.539
46184,47,67,20,10,23,13,0.250,0.600
46186,42,62,20,8,20,12,0.272,0.561
46201,46,66,20,10,23,13,0.256,0.539
46202,48,68,20,11,24,13,0.256,0.539
46203,46,67,21,10,23,13,0.256,0.539
46204,48,68,20,11,24,13,0.256,0.539
46205,47,67,20,10,24,14,0.256,0.539
46208,47,68,21,11,24,13,0.256,0.539
46214,46,67,21,10,23,13,0.256,0.539
46216,44,65,21,9,22,13,0.256,0.539
46217,48,68,20,10,24,14,0.256,0.539
46218,46,66,20,10,23,13,0.256,0.539
46219,45,65,20,10,22,12,0.256,0.539
46220,46,66,20,10,23,13,0.256,0.539
46221,49,70,21,11,25,14,0.256,0.539
46222,48,69,21,11,25,14,0.256,0.539
46224,47,68,21,10,24,14,0.256,0.539
46225,48,69,21,11,24,13,0.256,0.539
46226,45,65,20,9,22,13,0.256,0.539
46227,47,67,20,10,23,13,0.256,0.539
46228,47,67,20,10,23,13,0.256,0.539
46229,45,65,20,9,22,13,0.256,0.539
46231,47,67,20,10,23,13,0.256,0.539
46234,46,66,20,10,22,12,0.256,0.539
46235,44,64,20,9,21,12,0.256,0.539
46236,44,64,20,9,21,12,0.256,0.539
46237,45,66,21,9,22,13,0.256,0.539
46239,45,65,20,9,22,13,0.256,0.539
46240,46,66,20,10,23,13,0.256,0.539
46241,49,69,20,11,24,13,0.256,0.539
46250,45,65,20,10,22,12,0.256,0.539
46254,46,66,20,10,22,12,0.256,0.539
46256,44,64,20,9,22,13,0.256,0.539
46259,46,67,21,10,23,13,0.256,0.539
46260,46,66,20,10,23,13,0.256,0.539
46268,46,66,20,10,22,12,0.256,0.539
46278,44,64,20,9,21,12,0.256,0.539
46280,46,66,20,10,23,13,0.261,0.617
46290,46,66,20,10,23,13,0.256,0.539
46301,30,46,16,7,13,6,0.222,0.522
46303,39,57,18,9,18,9,0.267,0.761
46304,34,51,17,8,15,7,0.222,0.522
46307,38,56,18,8,18,10,0.267,0.761
46310,42,60,18,10,20,10,0.328,0.778
46311,40,57,17,9,19,10,0.267,0.761
46312,38,55,17,9,19,10,0.267,0.761
46319,43,60,17,11,21,10,0.267,0.761
46320,39,57,18,10,20,10,0.267,0.761
46321,42,59,17,11,21,10,0.267,0.761
46322,43,60,17,11,22,11,0.267,0.761
46323,41,59,18,11,20,9,0.267,0.761
46324,41,59,18,11,21,10,0.267,0.761
46327,38,56,18,10,19,9,0.267,0.761
46340,39,57,18,9,18,9,0.217,0.539
46341,39,58,19,9,18,9,0.222,0.522
46342,42,60,18,10,21,11,0.267,0.761
46345,35,52,17,7,16,9,0.217,0.539
46346,39,56,17,8,18,10,0.217,0.539
46347,40,58,18,9,19,10,0.222,0.522
46348,40,58,18,9,19,10,0.217,0.539
46349,43,62,19,11,21,10,0.344,0.906
46350,33,49,16,7,14,7,0.217,0.539
46356,41,59,18,10,20,10,0.267,0.761
46360,32,48,16,7,14,7,0.217,0.539
46365,35,52,17,7,16,9,0.217,0.539
46366,40,59,19,9,19,10,0.256,0.689
46368,39,56,17,9,19,10,0.222,0.522
46371,33,49,16,7,14,7,0.217,0.539
46373,39,56,17,9,18,9,0.267,0.761
46374,41,59,18,9,19,10,0.256,0.689
46375,40,58,18,10,19,9,0.267,0.761
46376,42,61,19,10,21,11,0.267,0.761
46377,42,60,18,10,20,10,0.267,0.761
46379,42,61,19,10,21,11,0.344,0.906
46381,42,60,18,10,20,10,0.344,0.906
46382,36,54,18,8,16,8,0.217,0.539
46383,35,52,17,7,15,8,0.222,0.522
46385,36,53,17,8,16,8,0.222,0.522
46390,38,55,17,8,17,9,0.217,0.539
46391,34,51,17,7,15,8,0.217,0.539
46392,42,60,18,10,20,10,0.328,0.778
46393,38,55,17,9,18,9,0.222,0.522
46394,37,54,17,9,18,9,0.267,0.761
46402,41,58,17,10,20,10,0.267,0.761
46403,40,57,17,10,19,9,0.267,0.761
46404,41,58,17,10,20,10,0.267,0.761
46405,42,59,17,11,20,9,0.267,0.761
46406,41,58,17,11,20,9,0.267,0.761
46407,41,58,17,10,20,10,0.267,0.761
46408,43,61,18,11,22,11,0.267,0.761
46409,43,61,18,11,22,11,0.267,0.761
46410,40,58,18,10,19,9,0.267,0.761
46501,38,56,18,8,18,10,0.267,0.689
46502,35,53,18,7,16,9,0.283,0.744
46504,37,56,19,8,18,10,0.267,0.689
46506,36,54,18,8,17,9,0.267,0.689
46507,36,53,17,8,16,8,0.167,0.511
46508,34,52,18,7,16,9,0.283,0.744
46510,35,53,18,7,16,9,0.283,0.744
46511,39,57,18,9,18,9,0.267,0.689
46514,36,54,18,8,17,9,0.167,0.511
46516,37,55,18,8,17,9,0.167,0.511
46517,37,54,17,8,17,9,0.167,0.511
46524,36,54,18,8,17,9,0.283,0.744
46526,37,55,18,8,18,10,0.167,0.511
46528,36,54,18,8,17,9,0.167,0.511
46530,34,52,18,7,15,8,0.178,0.511
46531,41,59,18,9,19,10,0.256,0.689
46532,40,58,18,9,19,10,0.256,0.689
46534,39,58,19,9,19,10,0.256,0.689
46536,33,51,18,7,15,8,0.178,0.511
46537,36,54,18,8,17,9,0.267,0.689
46538,33,51,18,7,15,8,0.283,0.744
46539,35,53,18,7,16,9,0.283,0.744
46540,33,51,18,7,15,8,0.167,0.511
46542,34,52,18,7,16,9,0.283,0.744
46543,33,51,18,7,15,8,0.167,0.511
46544,34,51,17,7,15,8,0.178,0.511
46545,35,52,17,7,16,9,0.178,0.511
46550,35,53,18,7,16,9,0.167,0.511
46552,32,49,17,6,14,8,0.178,0.511
46553,35,53,18,7,17,10,0.167,0.511
46554,36,53,17,7,16,9,0.178,0.511
46555,33,51,18,6,15,9,0.283,0.744
46556,34,51,17,7,15,8,0.178,0.511
46561,36,53,17,8,17,9,0.178,0.511
46562,33,50,17,6,15,9,0.283,0.744
46563,41,59,18,10,20,10,0.267,0.689
46565,31,49,18,6,14,8,0.094,0.389
46567,34,51,17,7,15,8,0.283,0.744
46570,38,56,18,8,18,10,0.267,0.689
46571,31,48,17,6,14,8,0.094,0.389
46573,35,52,17,7,16,9,0.167,0.511
46574,39,57,18,9,18,9,0.178,0.511
46580,34,52,18,7,15,8,0.283,0.744
46582,33,51,18,7,15,8,0.283,0.744
46590,33,51,18,6,15,9,0.283,0.744
46595,33,51,18,7,15,8,0.178,0.511
46601,33,51,18,7,15,8,0.178,0.511
46613,34,51,17,7,15,8,0.178,0.511
46614,31,48,17,6,14,8,0.178,0.511
46615,34,51,17,7,15,8,0.178,0.511
46616,34,51,17,7,15,8,0.178,0.511
46617,34,51,17,7,15,8,0.178,0.511
46619,34,51,17,7,15,8,0.178,0.511
46628,34,51,17,7,15,8,0.178,0.511
46635,34,51,17,7,15,8,0.178,0.511
46637,34,51,17,7,15,8,0.178,0.511
46701,33,50,17,6,15,9,0.106,0.417
46702,42,61,19,9,21,12,0.189,0.600
46703,29,46,17,5,13,8,0.072,0.400
46704,36,55,19,8,17,9,0.117,0.461
46705,34,52,18,7,16,9,0.089,0.428
46706,37,56,19,8,17,9,0.089,0.428
46710,36,54,18,7,17,10,0.106,0.417
46711,41,60,19,9,20,11,0.128,0.522
46714,37,56,19,7,17,10,0.150,0.478
46721,37,56,19,8,17,9,0.089,0.428
46723,34,53,19,7,16,9,0.178,0.583
46725,33,51,18,6,15,9,0.178,0.583
46730,36,54,18,8,17,9,0.089,0.428
46731,37,56,19,7,17,10,0.150,0.478
46732,33,51,18,6,15,9,0.106,0.417
46733,39,58,19,8,18,10,0.128,0.522
46737,29,46,17,5,13,8,0.072,0.400
46738,38,56,18,8,18,10,0.089,0.428
46740,40,60,20,9,20,11,0.128,0.522
46741,38,57,19,8,18,10,0.117,0.461
46742,34,52,18,7,15,8,0.072,0.400
46743,39,58,19,8,18,10,0.117,0.461
46745,37,57,20,8,18,10,0.117,0.461
46746,30,47,17,6,13,7,0.094,0.389
46747,32,50,18,6,15,9,0.072,0.400
46748,36,55,19,7,17,10,0.117,0.461
46750,42,61,19,9,21,12,0.189,0.600
46755,34,51,17,7,15,8,0.106,0.417
46759,37,57,20,7,18,11,0.150,0.478
46760,32,50,18,6,15,9,0.106,0.417
46761,30,47,17,6,13,7,0.094,0.389
46763,36,55,19,7,17,10,0.106,0.417
46764,32,50,18,6,15,9,0.178,0.583
46765,37,56,19,8,18,10,0.117,0.461
46766,37,56,19,7,17,10,0.150,0.478
46767,33,51,18,7,15,8,0.106,0.417
46770,37,57,20,8,18,10,0.150,0.478
46771,30,47,17,6,13,7,0.094,0.389
46772,40,60,20,9,20,11,0.128,0.522
46773,39,58,19,8,19,11,0.117,0.461
46774,38,57,19,8,18,10,0.117,0.461
46776,29,46,17,5,13,8,0.072,0.400
46777,36,55,19,7,17,10,0.150,0.478
46779,32,50,18,6,14,8,0.072,0.400
46781,37,56,19,7,18,11,0.150,0.478
46783,38,57,19,8,18,10,0.189,0.600
46784,32,50,18,6,15,9,0.106,0.417
46785,38,57,19,8,18,10,0.089,0.428
46786,31,48,17,6,14,8,0.094,0.389
46787,36,55,19,7,17,10,0.178,0.583
46788,38,57,19,8,18,10,0.117,0.461
46791,36,55,19,7,17,10,0.150,0.478
46792,38,58,20,8,18,10,0.189,0.600
46793,37,55,18,8,17,9,0.089,0.428
46794,33,50,17,6,15,9,0.106,0.417
46795,31,48,17,6,14,8,0.094,0.389
46797,39,58,19,8,19,11,0.117,0.461
46798,36,55,19,7,17,10,0.117,0.461
46799,36,56,20,8,17,9,0.150,0.478
46802,37,56,19,8,18,10,0.117,0.461
46803,37,56,19,8,18,10,0.117,0.461
46804,37,56,19,8,18,10,0.117,0.461
46805,37,56,19,8,18,10,0.117,0.461
46806,37,56,19,8,18,10,0.117,0.461
46807,37,56,19,8,18,10,0.117,0.461
46808,37,56,19,8,18,10,0.117,0.461
46809,37,56,19,8,18,10,0.117,0.461
46814,37,56,19,8,17,9,0.117,0.461
46815,38,57,19,8,18,10,0.117,0.461
46816,37,56,19,8,18,10,0.117,0.461
46818,36,55,19,7,17,10,0.117,0.461
46819,37,56,19,8,17,9,0.117,0.461
46825,37,56,19,8,18,10,0.117,0.461
46835,38,57,19,8,18,10,0.117,0.461
46845,37,56,19,8,18,10,0.117,0.461
46901,43,63,20,10,21,11,0.244,0.589
46902,43,62,19,9,21,12,0.244,0.589
46910,37,55,18,8,17,9,0.294,0.744
46911,41,60,19,9,20,11,0.283,0.733
46913,44,64,20,10,22,12,0.278,0.711
46914,41,60,19,9,19,10,0.283,0.733
46915,43,63,20,9,21,12,0.278,0.711
46917,44,64,20,10,22,12,0.278,0.711
46919,41,60,19,9,20,11,0.283,0.733
46920,44,64,20,10,22,12,0.278,0.711
46922,38,57,19,8,18,10,0.294,0.744
46923,48,68,20,12,24,12,0.278,0.711
46926,41,60,19,9,20,11,0.283,0.733
46928,40,60,20,8,20,12,0.228,0.528
46929,45,64,19,10,22,12,0.278,0.711
46930,40,60,20,8,19,11,0.228,0.528
46931,39,57,18,9,19,10,0.294,0.744
46932,41,61,20,9,20,11,0.300,0.733
46933,40,60,20,8,19,11,0.228,0.528
46936,41,61,20,9,20,11,0.244,0.589
46938,40,60,20,8,20,12,0.228,0.528
46939,39,58,19,9,19,10,0.294,0.744
46940,40,60,20,9,20,11,0.272,0.744
46941,40,59,19,9,19,10,0.272,0.744
46943,39,58,19,9,19,10,0.272,0.744
46946,39,57,18,9,19,10,0.272,0.744
46947,43,62,19,10,21,11,0.300,0.733
46950,40,59,19,9,19,10,0.300,0.733
46951,39,57,18,9,19,10,0.283,0.733
46952,41,60,19,9,20,11,0.228,0.528
46953,41,60,19,9,20,11,0.228,0.528
46957,39,58,19,7,18,11,0.228,0.528
46958,42,61,19,10,20,10,0.283,0.733
46959,41,60,19,9,19,10,0.283,0.733
46960,40,58,18,9,19,10,0.311,0.717
46961,42,61,19,10,20,10,0.300,0.733
46962,39,58,19,9,19,10,0.272,0.744
46967,40,60,20,9,19,10,0.300,0.733
46968,40,58,18,9,19,10,0.256,0.689
46970,41,60,19,9,20,11,0.283,0.733
46974,39,58,19,9,19,10,0.272,0.744
46975,38,56,18,8,18,10,0.294,0.744
46978,42,61,19,10,20,10,0.300,0.733
46979,43,63,20,9,21,12,0.244,0.589
46982,36,54,18,8,17,9,0.283,0.744
46984,41,60,19,9,20,11,0.272,0.744
46985,41,59,18,9,19,10,0.311,0.717
46986,41,60,19,9,20,11,0.228,0.528
46987,41,60,19,9,20,11,0.228,0.528
46988,40,59,19,9,20,11,0.300,0.733
46989,38,57,19,7,18,11,0.228,0.528
46990,39,58,19,9,19,10,0.272,0.744
46991,39,59,20,8,19,11,0.228,0.528
46992,39,58,19,8,19,11,0.272,0.744
46994,41,60,19,9,19,10,0.300,0.733
46996,40,59,19,9,19,10,0.311,0.717
46998,42,61,19,9,20,11,0.283,0.733
47001,57,77,20,15,30,15,0.250,0.767
47003,42,63,21,7,19,12,0.211,0.550
47006,45,65,20,9,21,12,0.233,0.717
47010,43,64,21,8,20,12,0.244,0.728
47011,59,79,20,16,32,16,0.200,0.667
47012,48,69,21,10,24,14,0.244,0.728
47016,50,70,20,11,25,14,0.244,0.728
47017,57,78,21,16,32,16,0.233,0.717
47018,56,76,20,15,30,15,0.250,0.767
47020,59,80,21,16,31,15,0.200,0.667
47022,50,71,21,11,25,14,0.250,0.767
47023,53,73,20,13,29,16,0.233,0.717
47024,47,67,20,9,22,13,0.244,0.728
47025,56,77,21,14,29,15,0.250,0.767
47030,49,69,20,10,24,14,0.244,0.728
47031,47,67,20,10,23,13,0.233,0.717
47032,51,72,21,12,26,14,0.250,0.767
47034,46,67,21,9,22,13,0.233,0.717
47035,54,74,20,13,28,15,0.244,0.728
47036,46,67,21,9,22,13,0.244,0.728
47037,49,70,21,11,25,14,0.233,0.717
47038,58,79,21,15,30,15,0.200,0.667
47040,58,79,21,15,31,16,0.206,0.672
47041,43,63,20,8,20,12,0.233,0.717
47042,55,75,20,14,30,16,0.233,0.717
47043,63,84,21,18,35,17,0.200,0.667
47060,53,73,20,13,27,14,0.250,0.767
47102,65,86,21,19,37,18,0.156,0.528
47104,65,86,21,18,35,17,0.122,0.394
47106,65,85,20,18,35,17,0.122,0.394
47108,63,83,20,18,35,17,0.189,0.528
47110,68,89,21,20,38,18,0.139,0.456
47111,68,89,21,19,37,18,0.122,0.394
47112,67,87,20,19,36,17,0.139,0.456
47114,64,85,21,17,34,17,0.139,0.456
47115,66,86,20,19,37,18,0.139,0.456
47116,63,83,20,17,34,17,0.156,0.517
47117,66,87,21,18,35,17,0.139,0.456
47118,66,86,20,19,36,17,0.156,0.517
47119,66,86,20,18,36,18,0.117,0.350
47120,65,85,20,18,36,18,0.189,0.528
47122,64,85,21,17,34,17,0.117,0.350
47123,67,88,21,20,38,18,0.156,0.517
47124,64,85,21,17,35,18,0.117,0.350
47125,64,84,20,18,36,18,0.189,0.528
47126,67,88,21,19,37,18,0.122,0.394
47129,71,91,20,20,39,19,0.122,0.394
47130,69,90,21,19,38,19,0.122,0.394
47135,67,87,20,18,36,18,0.139,0.456
47136,64,85,21,17,34,17,0.139,0.456
47137,69,90,21,21,39,18,0.156,0.517
47138,62,82,20,17,34,17,0.156,0.528
47140,65,85,20,19,36,17,0.156,0.517
47141,64,85,21,18,35,17,0.122,0.394
47142,70,90,20,21,39,18,0.139,0.456
47143,69,89,20,20,38,18,0.122,0.394
47145,67,87,20,20,37,17,0.156,0.517
47147,63,85,22,18,35,17,0.122,0.394
47150,71,92,21,21,40,19,0.117,0.350
47160,66,86,20,18,35,17,0.139,0.456
47161,65,86,21,18,36,18,0.139,0.456
47162,65,86,21,18,36,18,0.122,0.394
47163,66,87,21,18,36,18,0.122,0.394
47164,63,84,21,17,34,17,0.139,0.456
47165,63,83,20,17,34,17,0.189,0.528
47166,66,86,20,19,36,17,0.139,0.456
47167,63,83,20,18,35,17,0.189,0.528
47170,65,85,20,19,37,18,0.156,0.528
47172,70,91,21,21,39,18,0.122,0.394
47175,64,84,20,18,35,17,0.156,0.517
